6	1012.5129s	97.9387%	1271	1996
7	1024.6430s	97.6698%	1518	2358
8	1029.4251s	97.4531%	1570	2349
9	1038.8790s	97.2055%	1816	3090
10	0.1153s	96.6204%	2381	2381
11	0.1012s	95.6781%	3352	3352
12	0.1067s	94.8561%	3708	3708
13	0.1229s	94.3746%	3461	3461
14	0.1388s	93.7916%	4421	4421
15	0.1141s	93.3344%	4157	4157
16	0.1009s	92.8026%	4765	4765
17	0.1165s	92.2677%	5174	5174
18	0.0981s	91.8479%	4928	4928
19	0.1039s	91.3916%	5481	5481
20	0.1124s	91.0325%	5221	5221
21	0.1159s	90.6461%	5767	5767
22	0.1192s	90.2177%	6263	6263
23	0.1124s	89.8328%	6034	6034
24	0.1104s	89.3025%	7019	7019
25	0.1150s	88.8821%	6490	6490
26	0.1065s	88.4744%	7058	7058
27	0.1113s	88.1142%	7027	7027
28	0.1339s	87.8052%	6542	6542
29	0.1332s	87.5371%	6878	6878
30	0.1136s	87.3231%	6408	6408
31	0.1142s	87.1296%	6461	6461
32	0.1156s	86.9483%	6359	6359
33	0.1354s	86.8057%	5993	5993
34	0.1298s	86.6800%	6023	6023
35	0.1194s	86.5821%	5806	5806
36	0.1219s	86.4901%	5967	5967
37	0.1207s	86.3963%	6109	6109
38	0.1220s	86.3107%	5901	5901
39	0.1227s	86.2214%	5981	5981
40	0.1247s	86.1416%	5747	5747
41	0.1259s	86.0603%	5798	5798
42	0.1209s	85.9810%	5802	5802
43	0.1284s	85.9132%	5601	5601
44	0.1281s	85.8481%	5663	5663
45	0.1362s	85.7942%	5461	5461
46	0.1260s	85.7438%	5501	5501
47	0.1256s	85.7009%	5464	5464
48	0.1457s	85.6678%	5264	5264
49	0.1305s	85.6397%	5264	5264
50	0.1253s	85.6198%	5069	5069
51	0.1297s	85.6053%	5027	5027
52	0.1321s	85.5970%	4924	4924
53	0.1312s	85.5942%	4761	4761
54	0.1332s	85.5964%	4685	4685
55	0.1413s	85.6041%	4536	4536
56	0.1328s	85.6160%	4466	4466
57	0.1262s	85.6306%	4478	4478
58	0.1315s	85.6477%	4437	4437
59	0.1346s	85.6634%	4639	4639
60	0.1374s	85.6798%	4671	4671
61	0.1360s	85.6991%	5172	5172
62	0.1435s	85.7319%	5536	5536
63	0.1384s	85.7613%	5305	5305
64	0.1382s	85.7971%	5266	5266
65	0.1393s	85.8244%	5336	5336
66	0.1399s	85.8501%	5437	5437
67	0.1407s	85.8705%	5487	5487
68	0.1300s	85.8904%	5448	5448
69	0.1437s	85.9120%	5422	5422
70	0.1412s	85.9336%	5188	5188
71	0.1274s	85.9565%	4995	4995
72	0.1373s	85.9803%	4833	4833
73	0.1417s	86.0048%	4682	4682
74	0.1509s	86.0309%	4639	4639
75	0.1461s	86.0587%	4463	4463
76	0.1554s	86.0887%	4322	4322
77	0.1429s	86.1192%	4288	4288
78	0.1563s	86.1515%	4298	4298
79	0.1540s	86.1839%	4666	4666
80	0.1567s	86.2140%	4746	4746
81	0.1504s	86.2445%	4860	4860
82	0.1509s	86.2736%	4912	4912
83	0.1542s	86.3048%	4796	4796
84	0.1359s	86.3402%	4761	4761
85	0.1622s	86.3778%	4568	4568
86	0.1448s	86.4126%	4550	4550
87	0.1569s	86.4465%	4532	4532
88	0.1488s	86.4799%	4447	4447
89	0.1474s	86.5128%	4361	4361
90	0.1461s	86.5450%	4244	4244
91	0.1558s	86.5763%	4207	4207
92	0.1649s	86.6075%	4221	4221
93	0.1593s	86.6393%	4183	4183
94	0.1428s	86.6724%	4357	4357
95	0.1536s	86.7068%	4526	4526
96	0.1697s	86.7419%	5061	5061
97	0.1551s	86.7695%	5945	5945
98	0.1695s	86.7857%	6186	6186
99	0.1726s	86.7950%	6600	6600
100	0.1603s	86.8008%	6571	6571
101	0.1561s	86.8000%	6862	6862
102	0.1593s	86.7868%	7297	7297
103	0.1630s	86.7692%	7112	7112
104	0.1474s	86.7383%	7391	7391
105	0.1588s	86.7006%	7214	7214
106	0.1531s	86.6423%	7635	7635
107	0.1687s	86.5684%	8137	8137
108	0.1829s	86.4863%	8108	8108
109	0.1704s	86.3803%	8704	8704
110	0.1834s	86.2647%	8644	8644
111	0.1875s	86.1359%	9275	9275
112	0.1720s	86.0173%	9769	9769
113	0.1801s	85.8757%	9566	9566
114	0.1857s	85.7107%	9798	9798
115	0.1684s	85.5558%	9346	9346
116	0.1776s	85.4128%	9866	9866
117	0.1863s	85.2778%	10148	10148
118	0.1808s	85.1383%	9963	9963
119	0.1905s	85.0153%	9990	9990
120	0.1849s	84.8997%	9476	9476
121	0.1908s	84.7998%	9676	9676
122	0.1935s	84.7037%	9931	9931
123	0.1867s	84.5992%	9431	9431
124	0.1902s	84.5217%	9225	9225
125	0.1768s	84.4471%	8817	8817
126	0.1815s	84.3664%	9367	9367
127	1672.6523s	91.5851%	5909	16231
128	0.1873s	91.5936%	5857	5857
129	0.1920s	91.6026%	5821	5821
130	0.1833s	91.6119%	5790	5790
131	0.1848s	91.6215%	5763	5763
132	0.1957s	91.6313%	5738	5738
133	0.1898s	91.6413%	5715	5715
134	0.1807s	91.6513%	5694	5694
135	0.2028s	91.6614%	5679	5679
136	0.1992s	91.6707%	5706	5706
137	0.2065s	91.6786%	5771	5771
138	0.2042s	91.6862%	5783	5783
139	0.1659s	91.6925%	5839	5839
140	0.1969s	91.6987%	5837	5837
141	0.2095s	91.7050%	5832	5832
142	0.2005s	91.7105%	5871	5871
143	0.2111s	91.7154%	5902	5902
144	0.2173s	91.7191%	5976	5976
145	0.2031s	91.7214%	6055	6055
146	0.2113s	91.7208%	6214	6214
147	0.2158s	91.7202%	6213	6213
148	0.2093s	91.7190%	6245	6245
149	0.2100s	91.7152%	6405	6405
150	0.2013s	91.7103%	6475	6475
151	0.2147s	91.7034%	6595	6595
152	0.1955s	91.6928%	6822	6822
153	0.1818s	91.6777%	7097	7097
154	0.2000s	91.6562%	7479	7479
155	0.1944s	91.6356%	7458	7458
156	0.2158s	91.6151%	7496	7496
157	0.2037s	91.5946%	7528	7528
158	0.2051s	91.5741%	7553	7553
159	0.2138s	91.5526%	7638	7638
160	0.2167s	91.5321%	7605	7605
161	0.1828s	91.5114%	7653	7653
162	0.2143s	91.4885%	7816	7816
163	0.1856s	91.4651%	7867	7867
164	0.2262s	91.4408%	7956	7956
165	0.2378s	91.4173%	7933	7933
166	0.2343s	91.3972%	7776	7776
167	0.2292s	91.3817%	7533	7533
168	0.2247s	91.3681%	7426	7426
169	0.2307s	91.3569%	7289	7289
170	0.2317s	91.3470%	7209	7209
171	0.2280s	91.3383%	7137	7137
172	0.2340s	91.3304%	7088	7088
173	0.2211s	91.3234%	7025	7025
174	0.2256s	91.3173%	6966	6966
175	0.2309s	91.3119%	6908	6908
176	0.2310s	91.3073%	6845	6845
177	0.2272s	91.3035%	6783	6783
178	0.2084s	91.3003%	6733	6733
179	0.1938s	91.2977%	6674	6674
180	0.2351s	91.2958%	6614	6614
181	0.2496s	91.2943%	6561	6561
182	0.2350s	91.2934%	6514	6514
183	0.2464s	91.2928%	6462	6462
184	0.2261s	91.2927%	6422	6422
185	0.2222s	91.2929%	6374	6374
186	0.2550s	91.2932%	6354	6354
187	0.2331s	91.2935%	6345	6345
188	0.2296s	91.2941%	6311	6311
189	0.2344s	91.2945%	6314	6314
