121	0.0062s	82.8280%	9797	9797
122	0.0061s	81.2627%	11587	11587
123	0.0052s	80.1777%	11389	11389
124	0.0053s	79.2659%	11539	11539
125	0.0078s	78.6497%	11145	11145
126	0.0063s	78.1217%	11244	11244
127	0.0069s	72.5820%	8341	24817
128	0.0058s	82.3402%	8153	8153
129	0.0059s	83.0442%	8141	8141
130	0.0064s	83.6122%	8127	8127
131	0.0064s	84.0815%	8111	8111
132	0.0065s	84.4766%	8095	8095
133	0.0063s	84.8146%	8076	8076
134	0.0065s	85.1074%	8060	8060
135	0.0069s	85.3637%	8045	8045
136	0.0073s	85.5885%	8054	8054
137	0.0068s	85.7850%	8098	8098
138	0.0091s	85.9607%	8097	8097
139	0.0069s	86.1172%	8116	8116
140	0.0121s	86.2598%	8096	8096
