6	0.0121s	84.7429%	8310	8310
7	0.0138s	84.4528%	8611	8611
8	0.0121s	84.2253%	8616	8616
9	0.0122s	83.9191%	9070	9070
10	0.0170s	83.6869%	9027	9027
11	0.0137s	83.4768%	9094	9094
12	0.0232s	83.2648%	9281	9281
13	0.0202s	83.0978%	9244	9244
14	0.0115s	82.9593%	9308	9308
15	0.0140s	82.8527%	9288	9288
16	0.0122s	82.7333%	9512	9512
17	0.0175s	82.5887%	9722	9722
18	0.0136s	82.4521%	9667	9667
19	0.0150s	82.2722%	10011	10011
20	0.0200s	82.1007%	10100	10100
21	0.0207s	81.8848%	10774	10774
22	0.0233s	81.6194%	11493	11493
23	0.0119s	81.3611%	11683	11683
24	0.0124s	81.0424%	12488	12488
25	0.0263s	80.7433%	12511	12511
26	0.0116s	80.4600%	12627	12627
27	0.0150s	80.2121%	12431	12431
28	0.0215s	80.0054%	12150	12150
29	0.0125s	79.8153%	12061	12061
30	0.0182s	79.6547%	11866	11866
31	0.0214s	79.5070%	11853	11853
32	0.0157s	79.3696%	11883	11883
33	0.0214s	79.2530%	11760	11760
34	0.0168s	79.1457%	11779	11779
35	0.0270s	79.0538%	11697	11697
36	0.0174s	78.9705%	11696	11696
37	0.0230s	78.8938%	11712	11712
38	0.0141s	78.8280%	11640	11640
39	0.0161s	78.7678%	11637	11637
40	0.0238s	78.7176%	11541	11541
41	0.0162s	78.6730%	11505	11505
42	0.0158s	78.6330%	11470	11470
43	0.0271s	78.6004%	11385	11385
44	0.0298s	78.5714%	11350	11350
45	0.0240s	78.5483%	11267	11267
46	0.0214s	78.5283%	11223	11223
47	0.0242s	78.5114%	11184	11184
48	0.0227s	78.4993%	11107	11107
49	0.0332s	78.4892%	11076	11076
50	0.0254s	78.4836%	10996	10996
51	0.0262s	78.4805%	10950	10950
52	0.0225s	78.4803%	10890	10890
53	0.0274s	78.4834%	10821	10821
54	0.0235s	78.4880%	10782	10782
55	0.0232s	78.4953%	10720	10720
56	0.0286s	78.5041%	10681	10681
57	0.0217s	78.5139%	10656	10656
58	0.0266s	78.5249%	10628	10628
59	0.0296s	78.5345%	10663	10663
60	0.0250s	78.5441%	10667	10667
61	0.0282s	78.5487%	10833	10833
62	0.0231s	78.5427%	11193	11193
63	0.0249s	78.5352%	11284	11284
64	0.0327s	78.5360%	11057	11057
65	0.0335s	78.5399%	10883	10883
66	0.0259s	78.5516%	10742	10742
67	0.0305s	78.5621%	10868	10868
68	0.0254s	78.5734%	10839	10839
69	0.0341s	78.5843%	10848	10848
70	0.0280s	78.5956%	10809	10809
71	0.0262s	78.6073%	10773	10773
72	0.0285s	78.6192%	10745	10745
73	0.0313s	78.6317%	10699	10699
74	0.0289s	78.6453%	10641	10641
75	0.0277s	78.6598%	10578	10578
76	0.0311s	78.6755%	10512	10512
77	0.0283s	78.6918%	10478	10478
78	0.0360s	78.7088%	10427	10427
79	0.0312s	78.7250%	10393	10393
80	0.0305s	78.7397%	10405	10405
81	0.0299s	78.7525%	10446	10446
82	0.0278s	78.7606%	10603	10603
83	0.0357s	78.7712%	10426	10426
84	0.0336s	78.7833%	10336	10336
85	0.0299s	78.7959%	10290	10290
86	0.0383s	78.8085%	10291	10291
87	0.0419s	78.8220%	10266	10266
88	0.0316s	78.8360%	10235	10235
89	0.0324s	78.8507%	10202	10202
90	0.0326s	78.8659%	10151	10151
91	0.0312s	78.8812%	10130	10130
92	0.0347s	78.8962%	10107	10107
93	0.0315s	78.9116%	10067	10067
94	0.0346s	78.9264%	10051	10051
95	0.0438s	78.9400%	10080	10080
96	0.0473s	78.9482%	10350	10350
97	0.0339s	78.9460%	10882	10882
98	0.0550s	78.9357%	11275	11275
99	0.0330s	78.9073%	12069	12069
100	0.0347s	78.8725%	12353	12353
101	0.0354s	78.8286%	12737	12737
102	0.0355s	78.7754%	13134	13134
103	0.0375s	78.7169%	13374	13374
104	0.0442s	78.6457%	13926	13926
105	0.0370s	78.5719%	14055	14055
106	0.0576s	78.4895%	14452	14452
107	0.0364s	78.3978%	14860	14860
108	0.0407s	78.3054%	14929	14929
109	0.0413s	78.2075%	15295	15295
110	0.0381s	78.1126%	15285	15285
111	0.0465s	78.0217%	15469	15469
112	0.0363s	77.9359%	15706	15706
113	0.0469s	77.8534%	15681	15681
114	0.0365s	77.7702%	15783	15783
115	0.0483s	77.6891%	15684	15684
116	0.0393s	77.6025%	15937	15937
117	0.0407s	77.5123%	16159	16159
118	0.0382s	77.4243%	16141	16141
119	0.0399s	77.3433%	15901	15901
120	0.0484s	77.2686%	15621	15621
121	0.0522s	77.2039%	15182	15182
122	0.0536s	77.1449%	14991	14991
123	0.0537s	77.0864%	14955	14955
124	0.0521s	77.0309%	14810	14810
125	0.0395s	76.9785%	14612	14612
126	0.0500s	76.9314%	14216	14216
127	3.1175s	78.7056%	12243	29566
128	0.0554s	79.0309%	11810	11810
129	0.0409s	79.1060%	11363	11363
130	0.0512s	79.1848%	11034	11034
131	0.0541s	79.2657%	10778	10778
132	0.0411s	79.3478%	10572	10572
133	0.0448s	79.4303%	10398	10398
134	0.0466s	79.5128%	10258	10258
135	0.0549s	79.5950%	10139	10139
136	0.0459s	79.6765%	10036	10036
137	0.0480s	79.7570%	9969	9969
138	0.0475s	79.8366%	9901	9901
139	0.0545s	79.9152%	9822	9822
140	0.0472s	79.9928%	9754	9754
141	0.0445s	80.0688%	9773	9773
142	0.0460s	80.1427%	9824	9824
143	0.0449s	80.2150%	9832	9832
144	0.0607s	80.2859%	9850	9850
145	0.0446s	80.3557%	9801	9801
146	0.0485s	80.4238%	9798	9798
147	0.0492s	80.4912%	9715	9715
148	0.0479s	80.5578%	9660	9660
149	0.0491s	80.6230%	9648	9648
150	0.0487s	80.6868%	9654	9654
151	0.0577s	80.7475%	9807	9807
152	0.0477s	80.8028%	10190	10190
153	0.0682s	80.8535%	10518	10518
154	0.0475s	80.8966%	11130	11130
155	0.0629s	80.9384%	11192	11192
156	0.0542s	80.9795%	11219	11219
157	0.0519s	81.0195%	11255	11255
158	0.0549s	81.0580%	11335	11335
159	0.0493s	81.0929%	11587	11587
160	0.0661s	81.1264%	11671	11671
161	0.0488s	81.1586%	11738	11738
162	0.0515s	81.1901%	11759	11759
163	0.0623s	81.2213%	11741	11741
164	0.0540s	81.2523%	11719	11719
165	0.0588s	81.2832%	11684	11684
166	0.0520s	81.3159%	11516	11516
167	0.0679s	81.3496%	11397	11397
168	0.0630s	81.3833%	11357	11357
169	0.0523s	81.4171%	11294	11294
170	0.0617s	81.4508%	11256	11256
171	0.0675s	81.4840%	11239	11239
172	0.0545s	81.5165%	11254	11254
173	0.0527s	81.5484%	11251	11251
174	0.0715s	81.5799%	11245	11245
175	0.0669s	81.6107%	11239	11239
176	0.0577s	81.6413%	11224	11224
177	0.0576s	81.6715%	11199	11199
178	0.0717s	81.7014%	11182	11182
179	0.0542s	81.7310%	11165	11165
180	0.0681s	81.7602%	11147	11147
181	0.0614s	81.7892%	11129	11129
182	0.0588s	81.8177%	11120	11120
183	0.0561s	81.8459%	11110	11110
184	0.0565s	81.8738%	11107	11107
185	0.0572s	81.9012%	11098	11098
186	0.0634s	81.9283%	11101	11101
187	0.0579s	81.9548%	11104	11104
188	0.0685s	81.9811%	11089	11089
189	0.0640s	82.0070%	11092	11092
190	0.0606s	82.0326%	11083	11083
191	0.0738s	82.0578%	11085	11085
192	0.0748s	82.0827%	11063	11063
193	0.0754s	82.1074%	11056	11056
194	0.0775s	82.1317%	11050	11050
195	0.0781s	82.1556%	11047	11047
196	3.4589s	82.7134%	20230	24245
197	0.0804s	82.7935%	20022	20022
198	0.0592s	82.7105%	19810	19810
199	0.0616s	82.6286%	19788	19788
200	0.0605s	82.5511%	19585	19585
201	0.0611s	82.4790%	19308	19308
202	0.0645s	82.4155%	18854	18854
203	0.0808s	82.3585%	18515	18515
204	0.0636s	82.3066%	18247	18247
205	0.0771s	82.2573%	18117	18117
