121	2.0740	93.4168%
122	1.8393	92.4858%
123	1.8130	91.8646%
124	1.8099	91.2074%
125	1.7954	90.5339%
126	1.9853	89.9656%
127	1.8257	89.4504%
128	2.1233	89.2383%
129	1.9620	88.9204%
130	2.4093	88.8583%
131	1.9535	88.6585%
132	1.7922	88.5258%
133	1.8145	87.8789%
134	1.7969	88.1148%
135	1.8568	88.0633%
136	1.8340	87.9207%
137	1.8169	87.7703%
138	1.8572	87.5324%
139	1.9730	87.3155%
140	2.0339	87.2379%
