1	0.0005	2160	1521
2	0.0001	2121	2121
3	0.0001	2166	2166
4	0.0001	2146	2146
5	151.8630	2166	2166
6	0.0583	2919	2919
7	0.0555	3310	3310
8	0.0570	3417	3417
9	0.0561	4418	4418
10	0.0595	4251	4251
11	0.0570	4969	4969
12	0.0625	5477	5477
13	0.0741	5283	5283
14	0.0619	5995	5995
15	0.0615	5884	5884
16	0.0663	6450	6450
17	0.0608	6638	6638
18	0.0654	6439	6439
19	0.0578	6929	6929
20	0.0618	6740	6740
21	0.0527	7175	7175
22	0.0609	7760	7760
23	0.0581	7559	7559
24	0.0591	8410	8410
25	0.0642	8013	8013
26	0.0579	8383	8383
27	0.0557	8260	8260
28	0.0596	7785	7785
29	0.0672	7916	7916
30	0.0667	7581	7581
31	0.0768	7592	7592
32	0.0703	7548	7548
33	0.0721	7274	7274
34	0.0687	7257	7257
35	0.0681	7080	7080
36	0.0796	7131	7131
37	0.0769	7216	7216
38	0.0814	7076	7076
39	0.0747	7141	7141
40	0.0713	6974	6974
41	0.0680	7017	7017
42	0.0720	7031	7031
43	0.0681	6880	6880
44	0.0698	6914	6914
45	0.0773	6752	6752
46	0.0764	6753	6753
47	0.0763	6705	6705
48	0.0796	6533	6533
49	0.0718	6508	6508
50	0.0755	6332	6332
51	0.0733	6265	6265
52	0.0779	6154	6154
53	0.0762	6008	6008
54	0.0790	5918	5918
55	0.0807	5783	5783
56	0.0755	5704	5704
57	0.0833	5685	5685
58	0.0762	5640	5640
59	0.0775	5801	5801
60	0.0764	5837	5837
61	0.0769	6311	6311
62	0.0758	6896	6896
63	0.0836	6835	6835
64	0.0810	6865	6865
65	0.0763	7005	7005
66	0.0766	6989	6989
67	0.0804	6964	6964
68	0.0924	6874	6874
69	0.0905	6790	6790
70	0.0872	6585	6585
71	0.0995	6393	6393
72	0.0835	6234	6234
73	0.0828	6083	6083
74	0.0817	5977	5977
75	0.0739	5814	5814
76	0.0849	5679	5679
77	0.0769	5626	5626
78	0.0761	5589	5589
79	0.0857	5808	5808
80	0.0798	5911	5911
81	0.0884	5998	5998
82	0.0838	6158	6158
83	0.0948	6127	6127
84	0.0867	5988	5988
85	0.0917	5831	5831
86	0.0858	5777	5777
87	0.0908	5721	5721
88	0.0982	5630	5630
89	0.1030	5544	5544
90	0.0991	5443	5443
91	0.0876	5400	5400
92	0.0903	5410	5410
93	0.1006	5365	5365
94	0.0956	5457	5457
95	0.0992	5569	5569
96	0.0874	6076	6076
97	0.0955	7004	7004
98	0.0930	7342	7342
99	0.0891	7892	7892
100	0.0891	7902	7902
101	0.1083	8303	8303
102	0.0996	9072	9072
103	0.1016	9038	9038
104	0.1122	9325	9325
105	0.0984	9112	9112
106	0.0915	9169	9169
107	0.1014	9356	9356
108	0.0984	9242	9242
109	0.0926	9727	9727
110	0.0910	9676	9676
111	0.0883	10185	10185
112	0.0907	10743	10743
113	0.1048	10578	10578
114	0.1145	10867	10867
115	0.1082	10589	10589
116	0.1006	10763	10763
117	0.1114	10865	10865
118	0.1194	10821	10821
119	0.1079	10853	10853
120	0.1099	10373	10373
121	0.1098	10504	10504
122	0.1102	10726	10726
123	0.1111	10460	10460
124	0.1152	10437	10437
125	0.1229	10065	10065
126	0.1033	10189	10189
127	0.1197	455	18955
128	0.0009	454	454
129	0.0001	453	453
130	0.0000	453	453
131	144.1944	453	453
132	0.0494	439	439
133	0.0458	439	439
134	0.0452	460	460
135	0.0490	516	516
136	0.0451	673	865
137	0.0000	713	713
138	0.0000	725	725
139	0.0000	763	763
140	144.2716	754	754
141	0.0537	933	1370
142	0.0000	933	933
143	0.0000	926	926
144	0.0001	984	984
145	147.6350	1030	1030
146	0.0546	1127	1568
147	0.0000	1142	1142
148	0.0000	1147	1147
149	0.0000	1177	1177
150	146.5497	1172	1172
151	0.0546	1486	1967
152	0.0000	1494	1494
153	0.0000	1526	1526
154	0.0000	1616	1616
155	142.6943	1617	1617
156	0.0528	2340	2340
157	0.0432	2724	2724
158	0.0441	2525	2525
159	0.0438	3250	3250
160	0.0445	2998	2998
161	0.0476	3200	3200
162	0.0466	3193	3193
163	0.0518	3213	3213
164	0.0471	3619	3619
165	0.0527	3439	3439
166	0.0502	3615	3615
167	0.0545	3649	3649
168	0.0505	3385	3385
169	0.0553	3419	3419
170	0.0474	3197	3197
171	0.0498	3191	3191
172	0.0489	3207	3207
173	0.0593	3042	3042
174	0.0499	2987	2987
175	0.0562	2820	2820
176	0.0535	2702	2702
177	0.0547	2567	2567
178	0.0526	2443	2443
179	0.0542	2342	2342
180	0.0545	2254	2254
181	0.0516	2203	2203
182	0.0561	2152	2152
183	0.0588	2096	2096
184	0.0588	2088	2088
185	0.0563	2095	2095
186	0.0582	2228	2228
187	0.0580	2363	2363
188	0.0579	2379	2379
189	0.0601	2510	2510
190	0.0626	2504	2504
191	0.0577	2592	2592
192	0.0605	2735	2735
193	0.0605	2757	2757
194	0.0625	2919	2919
195	0.0648	2895	2895
196	0.0651	1590	16133
197	0.0000	1355	1355
198	0.0000	1411	1411
199	0.0000	1490	1490
200	133.0790	1556	1556
201	0.0470	1978	1978
202	0.0435	2712	2712
203	0.0498	2517	2517
204	0.0448	2711	2711
205	0.0477	2349	2349
