6	0.0575s	93.7473%	3609	3609
7	0.0481s	93.1107%	3913	3913
8	0.0560s	92.6250%	3943	3943
9	0.0491s	91.9589%	4822	4822
10	0.0528s	91.4495%	4754	4754
11	0.0521s	90.8858%	5360	5360
12	0.0894s	90.2918%	5911	5911
13	0.0842s	89.8446%	5760	5760
14	0.0883s	89.4800%	6442	6442
15	0.0793s	89.1755%	6411	6411
16	0.0826s	88.8323%	6877	6877
17	0.0720s	88.4660%	7128	7128
18	0.0747s	88.1526%	6959	6959
19	0.0653s	87.7794%	7522	7522
20	0.0663s	87.4512%	7396	7396
21	0.0606s	87.1013%	7796	7796
22	0.0589s	86.7025%	8418	8418
23	0.0574s	86.3400%	8290	8290
24	0.0485s	85.9272%	9069	9069
25	0.0661s	85.6166%	8529	8529
26	0.0621s	85.2974%	8934	8934
27	0.0680s	85.0235%	8735	8735
28	0.0609s	84.8054%	8357	8357
29	0.0644s	84.6168%	8455	8455
30	0.0715s	84.4688%	8138	8138
31	0.0570s	84.3313%	8179	8179
32	0.0651s	84.2012%	8180	8180
33	0.0779s	84.0945%	7935	7935
34	0.0565s	83.9952%	7912	7912
35	0.0591s	83.9115%	7737	7737
36	0.0820s	83.8327%	7766	7766
37	0.0632s	83.7560%	7836	7836
38	0.0659s	83.6877%	7707	7707
39	0.0767s	83.6178%	7750	7750
40	0.0898s	83.5563%	7597	7597
41	0.0626s	83.4953%	7626	7626
42	0.0645s	83.4369%	7645	7645
43	0.0731s	83.3882%	7519	7519
44	0.0924s	83.3436%	7559	7559
45	0.0935s	83.3086%	7421	7421
46	0.0887s	83.2777%	7430	7430
47	0.0871s	83.2535%	7389	7389
48	0.0928s	83.2363%	7239	7239
49	0.1079s	83.2223%	7216	7216
50	0.1122s	83.2147%	7058	7058
51	0.0927s	83.2107%	6994	6994
52	0.0987s	83.2113%	6894	6894
53	0.1144s	83.2164%	6759	6759
54	0.1323s	83.2249%	6676	6676
55	0.0929s	83.2373%	6546	6546
56	0.0873s	83.2531%	6468	6468
57	0.0928s	83.2720%	6445	6445
58	0.0907s	83.2927%	6395	6395
59	0.0802s	83.3125%	6521	6521
60	0.0878s	83.3324%	6541	6541
61	0.0763s	83.3484%	6960	6960
62	0.0711s	83.3659%	7551	7551
63	0.0756s	83.3842%	7514	7514
64	0.0977s	83.3967%	7539	7539
65	0.0761s	83.3956%	7567	7567
66	0.1016s	83.4054%	7415	7415
67	0.0965s	83.4141%	7303	7303
68	0.0924s	83.4245%	7231	7231
69	0.1100s	83.4347%	7248	7248
70	0.0938s	83.4464%	7105	7105
71	0.1000s	83.4595%	6971	6971
72	0.0939s	83.4748%	6840	6840
73	0.0947s	83.4919%	6707	6707
74	0.0934s	83.5095%	6639	6639
75	0.0781s	83.5274%	6515	6515
76	0.0733s	83.5468%	6397	6397
77	0.1102s	83.5684%	6311	6311
78	0.1109s	83.5915%	6229	6229
79	0.1393s	83.6141%	6327	6327
80	0.1099s	83.6355%	6406	6406
81	0.1236s	83.6587%	6458	6458
82	0.1261s	83.6825%	6583	6583
83	0.1116s	83.7045%	6631	6631
84	0.1035s	83.7313%	6513	6513
85	0.1323s	83.7585%	6377	6377
86	0.1044s	83.7849%	6327	6327
87	0.1282s	83.8116%	6269	6269
88	0.1154s	83.8386%	6188	6188
89	0.1058s	83.8660%	6107	6107
90	0.1354s	83.8938%	6022	6022
91	0.1586s	83.9215%	5995	5995
92	0.1882s	83.9482%	6023	6023
