121	0.0137	82.8712%
122	0.0158	81.3184%
123	0.0182	80.2375%
124	0.0177	79.3059%
125	0.0168	78.6636%
126	0.0095	78.0728%
127	0.0078	73.4622%
128	0.0177	72.8511%
129	0.0162	73.0117%
130	0.0174	73.4548%
131	0.0127	74.0193%
132	0.0190	74.6302%
133	0.0171	75.2478%
134	0.0130	75.8512%
135	0.0079	76.4303%
136	0.0242	76.9789%
137	0.0142	77.4965%
138	0.0193	77.9834%
139	0.0139	78.4408%
140	0.0251	78.8707%
