121	2.1055	81.1564%
122	2.1233	80.9426%
123	2.1435	80.8400%
124	2.1623	80.7222%
125	2.1852	80.5997%
126	2.2058	80.3779%
127	0.0170	87.1177%
128	0.0183	87.0232%
129	0.0124	87.0015%
130	0.0078	86.9703%
131	0.0187	86.9325%
132	0.0200	86.8309%
133	0.0135	83.4369%
134	0.0098	82.5812%
135	0.0123	82.3208%
136	0.0160	82.2959%
137	0.0178	82.3824%
138	0.0180	82.5262%
139	0.0190	82.7000%
140	0.0246	82.8888%
