6	383.6209s	97.1559%	1644	2403
7	390.4598s	96.8914%	1911	2589
8	0.0776s	96.1704%	2682	2682
9	0.0733s	95.0957%	3641	3641
10	0.0809s	94.3116%	3511	3511
11	0.0802s	93.4177%	4213	4213
12	0.0769s	92.6604%	4760	4760
13	0.0765s	92.1330%	4587	4587
14	0.0828s	91.6497%	5466	5466
15	0.0919s	91.1911%	5379	5379
16	0.0816s	90.6870%	5746	5746
17	0.0843s	90.1707%	6026	6026
18	0.0827s	89.7501%	5734	5734
19	0.0806s	89.3278%	6194	6194
20	0.0893s	88.9579%	6015	6015
21	0.0956s	88.5674%	6543	6543
22	0.0934s	88.1385%	7051	7051
23	0.0837s	87.7415%	6715	6715
24	0.0820s	87.3024%	7466	7466
25	0.0858s	86.9338%	7103	7103
26	0.0902s	86.5173%	7664	7664
27	0.0797s	86.1456%	7536	7536
28	0.0873s	85.8562%	7043	7043
29	0.0984s	85.6258%	7247	7247
30	0.1103s	85.4411%	6838	6838
31	0.1070s	85.2829%	6861	6861
32	0.0943s	85.1354%	6762	6762
33	0.0929s	85.0129%	6428	6428
34	0.0902s	84.8991%	6459	6459
35	0.0954s	84.8042%	6264	6264
36	0.0965s	84.7182%	6398	6398
37	0.0939s	84.6371%	6518	6518
38	0.0993s	84.5644%	6329	6329
39	0.0972s	84.4893%	6378	6378
40	0.0970s	84.4209%	6164	6164
41	0.0925s	84.3559%	6206	6206
42	0.0891s	84.2930%	6214	6214
43	0.0946s	84.2411%	6032	6032
44	0.0990s	84.1943%	6082	6082
45	0.0988s	84.1574%	5897	5897
46	0.1005s	84.1248%	5931	5931
47	0.1072s	84.0973%	5907	5907
48	0.1005s	84.0774%	5727	5727
49	0.0974s	84.0598%	5730	5730
50	0.0987s	84.0492%	5550	5550
51	0.1002s	84.0424%	5505	5505
52	0.1011s	84.0393%	5407	5407
53	0.1022s	84.0414%	5252	5252
54	0.1157s	84.0462%	5175	5175
55	0.0999s	84.0560%	5031	5031
56	0.1004s	84.0684%	4959	4959
57	0.1052s	84.0826%	4963	4963
58	0.1073s	84.0992%	4921	4921
59	0.1043s	84.1149%	5102	5102
60	0.1032s	84.1323%	5132	5132
61	0.1084s	84.1562%	5557	5557
62	0.1164s	84.1948%	5953	5953
63	0.1115s	84.2292%	5932	5932
64	0.1098s	84.2608%	5786	5786
65	0.1125s	84.2828%	5992	5992
66	0.1097s	84.3028%	6047	6047
67	0.1161s	84.3169%	6035	6035
68	0.1109s	84.3304%	5971	5971
69	0.1131s	84.3462%	5939	5939
70	0.1094s	84.3624%	5739	5739
