121	2.3591	80.1453%
122	2.3774	80.0496%
123	2.3951	80.0049%
124	2.4149	79.9754%
125	2.4421	79.9152%
126	2.4694	79.6891%
127	2.4952	81.0151%
128	0.0171	87.4459%
129	0.0094	87.3020%
130	0.0145	87.2182%
131	0.0227	87.1659%
132	0.0132	87.1059%
133	0.0225	86.9531%
134	0.0182	87.1505%
135	0.0146	87.5602%
136	0.0160	87.7338%
137	0.0132	87.8934%
138	0.0119	88.0396%
139	0.0142	88.1733%
140	0.0208	88.2963%
