6	0.0385s	90.1667%	5457	5457
7	0.0263s	89.8361%	5565	5565
8	0.0229s	89.5862%	5541	5541
9	0.0328s	89.2397%	6123	6123
10	0.0264s	88.9603%	6134	6134
11	0.0201s	88.6546%	6504	6504
12	0.0189s	88.3130%	6945	6945
13	0.0208s	88.0405%	6883	6883
14	0.0230s	87.7921%	7292	7292
15	0.0216s	87.5867%	7298	7298
16	0.0223s	87.3356%	7779	7779
17	0.0235s	87.0490%	8085	8085
18	0.0245s	86.8112%	7902	7902
19	0.0229s	86.5460%	8276	8276
20	0.0240s	86.3090%	8228	8228
21	0.0234s	86.0134%	8822	8822
22	0.0239s	85.6075%	9747	9747
23	0.0228s	85.2189%	9786	9786
24	0.0230s	84.7426%	10770	10770
25	0.0240s	84.3257%	10589	10589
26	0.0235s	83.9007%	11010	11010
27	0.0298s	83.5584%	10666	10666
28	0.0276s	83.2974%	10197	10197
29	0.0251s	83.0701%	10097	10097
30	0.0268s	82.8849%	9810	9810
31	0.0247s	82.7165%	9780	9780
32	0.0253s	82.5587%	9815	9815
33	0.0259s	82.4253%	9637	9637
34	0.0262s	82.3007%	9621	9621
35	0.0262s	82.1932%	9480	9480
36	0.0269s	82.0928%	9461	9461
37	0.0310s	81.9995%	9465	9465
38	0.0303s	81.9194%	9356	9356
39	0.0293s	81.8462%	9351	9351
40	0.0317s	81.7850%	9236	9236
41	0.0295s	81.7299%	9224	9224
42	0.0293s	81.6802%	9214	9214
43	0.0300s	81.6393%	9117	9117
44	0.0294s	81.6023%	9107	9107
45	0.0300s	81.5723%	9011	9011
46	0.0302s	81.5448%	9001	9001
47	0.0311s	81.5201%	8971	8971
48	0.0281s	81.5005%	8878	8878
49	0.0314s	81.4820%	8867	8867
50	0.0309s	81.4684%	8758	8758
51	0.0307s	81.4572%	8713	8713
52	0.0336s	81.4489%	8646	8646
53	0.0338s	81.4441%	8554	8554
54	0.0343s	81.4416%	8495	8495
55	0.0336s	81.4424%	8398	8398
56	0.0316s	81.4455%	8334	8334
57	0.0336s	81.4500%	8302	8302
58	0.0343s	81.4557%	8255	8255
59	0.0338s	81.4592%	8322	8322
60	0.0344s	81.4624%	8321	8321
61	0.0342s	81.4581%	8587	8587
62	0.0347s	81.4500%	8988	8988
63	0.0361s	81.4533%	9055	9055
64	0.0374s	81.4607%	9122	9122
65	0.0370s	81.4646%	9250	9250
66	0.0364s	81.4678%	9320	9320
67	0.0364s	81.4623%	9472	9472
68	0.0367s	81.4570%	9418	9418
69	0.0362s	81.4509%	9395	9395
70	0.0371s	81.4457%	9269	9269
71	0.0372s	81.4416%	9144	9144
72	0.0373s	81.4389%	9042	9042
73	0.0376s	81.4380%	8910	8910
74	0.0400s	81.4400%	8769	8769
75	0.0399s	81.4444%	8615	8615
76	0.0393s	81.4512%	8466	8466
77	0.0399s	81.4591%	8384	8384
