186	0.0363s	2074	2074
187	0.0393s	2214	2214
188	0.0376s	2224	2224
189	0.0434s	2388	2388
190	0.0375s	2396	2396
191	0.0404s	2585	2585
192	0.0346s	2831	2831
193	0.0371s	2851	2851
194	0.0387s	3041	3041
195	0.0372s	2988	2988
196	13.1728s	5963	15487
197	0.0415s	5559	5559
198	0.0402s	5501	5501
199	0.0408s	5994	5994
200	0.0423s	6040	6040
201	0.0645s	6165	6165
202	0.0443s	6096	6096
203	0.0348s	6043	6043
204	0.0398s	6304	6304
205	0.0455s	5957	5957
